symbol,name,cik,cusip,isin,stock_exchange,long_description,ceo,company_url,business_phone_no,hq_address1,hq_address_city,hq_address_postal_code,hq_state,hq_country,employees,sector,industry_category,first_stock_price_date,is_etf,is_actively_trading,is_adr,is_fund,image,currency,market_cap,last_price,year_high,year_low,volume_avg,annualized_dividend_amount,beta,Stock
BSY,"Bentley Systems, Incorporated",0001031308,08265T208,US08265T2087,NASDAQ Global Select,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company offers open modeling and open simulation applications for infrastructure design integration, which include MicroStation, OpenRoads, OpenRail, OpenPlant, OpenBuildings, OpenBridge, OpenSite, OpenFlows, STAAD and RAM, SACS, MOSES, AutoPIPE, SITEOPS, CUBE, DYNAMEQ, EMME, and LEGION; and geoprofessional applications for modeling and simulation of near and deep subsurface conditions, including Leapfrog, AGS Workbench, GeoStudio, Imago, MX Deposit, Oasis montaj, PLAXIS, and OpenGround. It also provides project delivery systems that support collaboration, work-sharing, and 4D construction modeling for infrastructure project delivery enterprises, such as ProjectWise, ProjectWise Design Review Service, and SYNCHRO; and asset and network performance systems, such as AssetWise ALIM, AssetWise Asset Reliability, AssetWise Enterprise Interoperability, AssetWise 4D Analytics, AssetWise Linear, and Seequent Central. In addition, it offers industry solutions comprising AssetWise Linear SUPERLOAD, AssetWise Linear Analytics, AssetWise Inspections, ContextCapture, OpenCities, OpenUtilities, OpenTower, OpenWindPower, Power Line, SPIDA, OrbitGT, sensemetrics, PlantSight, and WaterSight. The company serves civil, structural, geotechnical, geoscience subsurface engineers, architects, geospatial professionals, city and regional planners, contractors, fabricators, and operations and maintenance engineers. Bentley Systems, Incorporated was incorporated in 1984 and is headquartered in Exton, Pennsylvania.",Mr. Nicholas H. Cumins,https://www.bentley.com,610 458 5000,685 Stockton Drive,Exton,19341,PA,US,5500,Technology,Software - Application,2020-09-23,False,True,False,False,https://images.financialmodelingprep.com/symbol/BSY.png,USD,12210784080,41.88,57.19,39.98,1267872,0.25,1.043,BSY
BTI,British American Tobacco p.l.c.,0001303523,110448107,US1104481072,New York Stock Exchange,"British American Tobacco p.l.c. provides tobacco and nicotine products to consumers in the Americas, Europe, the Asia-Pacific, the Middle East, Africa, and the United States. It offers vapour, heated, and modern oral nicotine products; combustible cigarettes; and traditional oral products, such as snus and moist snuff. The company provides its products under the Vuse, glo, Velo, Grizzly, Kodiak, Dunhill, Kent, Lucky Strike, Pall Mall, Rothmans, Newport, Natural American Spirit, and Camel brands. The company distributes its products to retail outlets. British American Tobacco p.l.c. was founded in 1902 and is based in London, the United Kingdom.",Mr. Tadeu Luiz Marroco,https://www.bat.com,44 20 7845 1000,Globe House,London,WC2R 2PG,,UK,48989,Consumer Defensive,Tobacco,1980-04-14,False,True,True,False,https://images.financialmodelingprep.com/symbol/BTI.png,USD,89743974392,40.71,42.74,28.25,4513464,2.22918,0.264,BTI
BUD,Anheuser-Busch InBev SA/NV,0001668717,03524A108,US03524A1088,New York Stock Exchange,"Anheuser-Busch InBev SA/NV engages in the production, distribution, and sale of beer, alcoholic beverages, and soft drinks worldwide. It offers a portfolio of approximately 500 beer brands, which primarily include Budweiser, Corona, and Stella Artois; Beck's, Hoegaarden, Leffe, and Michelob Ultra; and Aguila, Antarctica, Bud Light, Brahma, Cass, Castle, Castle Lite, Cristal, Harbin, Jupiler, Modelo Especial, Quilmes, Victoria, Sedrin, and Skol brands. The company was founded in 1366 and is headquartered in Leuven, Belgium.",Mr. Michel Dimitrios  Doukeris,https://www.ab-inbev.com,32 1 627 61 11,Brouwerijplein 1,Leuven,3000,,BE,143885,Consumer Defensive,Beverages - Alcoholic,2009-07-01,False,True,True,False,https://images.financialmodelingprep.com/symbol/BUD.png,USD,123715903445,61.7,67.49,45.94,2350591,0.64668,0.926,BUD
BURL,"Burlington Stores, Inc.",0001579298,122017106,US1220171060,New York Stock Exchange,"Burlington Stores, Inc. operates as a retailer of branded apparel products in the United States. The company provides fashion-focused merchandise, including women's ready-to-wear apparel, menswear, youth apparel, footwear, accessories, toys, gifts, and coats, as well as baby, home, and beauty products. As of January 29, 2022, it operated 837 stores under the Burlington Stores name, 2 stores under the Cohoes Fashions name, and 1 store under the MJM Designer Shoes name in 45 states and Puerto Rico. Burlington Stores, Inc. was founded in 1972 and is headquartered in Burlington, New Jersey.",Mr. Michael B. O'Sullivan,https://www.burlingtoninvestors.com,609 387 7800,2006 Route 130 North,Burlington,08016,NJ,US,17057,Consumer Cyclical,Apparel - Retail,2013-10-02,False,True,False,False,https://images.financialmodelingprep.com/symbol/BURL.png,USD,15484494954,244.99,298.89,174.64,1092681,0.0,1.727,BURL
BX,Blackstone Inc.,0001393818,09260D107,US09260D1072,New York Stock Exchange,"Blackstone Inc. is an alternative asset management firm specializing in real estate, private equity, hedge fund solutions, credit, secondary funds of funds, public debt and equity and multi-asset class strategies. The firm typically invests in early-stage companies. It also provide capital markets services. The real estate segment specializes in opportunistic, core+ investments as well as debt investment opportunities collateralized by commercial real estate, and stabilized income-oriented commercial real estate across North America, Europe and Asia. The firm's corporate private equity business pursues transactions throughout the world across a variety of transaction types, including large buyouts,special situations, distressed mortgage loans, mid-cap buyouts, buy and build platforms, which involves multiple acquisitions behind a single management team and platform, and growth equity/development projects involving significant majority stakes in portfolio companies and minority investments in operating companies, shipping, real estate, corporate or consumer loans, and alternative energy greenfield development projects in energy and power, property, dislocated markets, shipping opportunities, financial institution breakups, re-insurance, and improving freight mobility, financial services, healthcare, life sciences, enterprise tech and consumer, as well as consumer technologies. The firm considers investment in Asia and Latin America. It has a three year investment period. Its hedge fund business manages a broad range of commingled and customized fund solutions and its credit business focuses on loans, and securities of non-investment grade companies spread across the capital structure including senior debt, subordinated debt, preferred stock and common equity. Blackstone Inc. was founded in 1985 and is headquartered in New York, New York with additional offices across Asia, Europe and North America.","Mr. Stephen Allen Schwarzman B.A., M.B.A.",https://www.blackstone.com,212 583 5000,345 Park Avenue,New York,10154,NY,US,4895,Financial Services,Asset Management,2007-06-22,False,True,False,False,https://images.financialmodelingprep.com/symbol/BX.png,USD,197166177021,151.21,200.96,115.82,3811335,3.95,1.541,BX
BXP,"Boston Properties, Inc.",0001037540,101121101,US1011211018,New York Stock Exchange,"Boston Properties (NYSE:BXP) is the largest publicly-held developer and owner of Class A office properties in the United States, concentrated in five markets - Boston, Los Angeles, New York, San Francisco and Washington, DC. The Company is a fully integrated real estate company, organized as a real estate investment trust (REIT), that develops, manages, operates, acquires and owns a diverse portfolio of primarily Class A office space. The Company's portfolio totals 51.2 million square feet and 196 properties, including six properties under construction/redevelopment.",Mr. Owen David Thomas,https://www.bostonproperties.com,617-236-3300,Prudential Center,Boston,02199,MA,US,816,Real Estate,REIT - Office,1997-06-18,False,True,False,False,https://images.financialmodelingprep.com/symbol/BXP.png,USD,10838967100,68.51,90.11,56.46,1337700,3.92,1.214,BXP
BZLFY,Bunzl plc,0001072397,120738307,US1207384066,Other OTC,"Bunzl plc operates as a distribution and services company in the North America, Continental Europe, the United Kingdom, Ireland, and internationally. The company offers food packaging, films, labels, cleaning and hygiene supplies, and personal protection equipment to grocery stores, supermarkets, and convenience stores. It also provides food packaging, disposable tableware, guest amenities, catering equipment, agricultural supplies, cleaning and hygiene products, and safety items to hotels, restaurants, contract caterers, food processors, commercial growers, and the leisure sector; and gloves, boots, hard hats, ear and eye protection, and other workwear, as well as cleaning and hygiene supplies, and asset protection products to industrial and construction, and ecommerce sectors. In addition, the company offers chemicals and hygiene paper to cleaning and facilities management companies, and industrial and public customers; gloves, masks, swabs, gowns, bandages, and other healthcare related equipment; and healthcare devices to hospitals, care homes, and other facilities serving the healthcare sector. Further, it provides packaging and other store supplies to retail chains, boutiques, department stores, home improvement chains, office supply companies, and related e-commerce sales channels. The company was founded in 1854 and is headquartered in London, the United Kingdom.",Mr. Frank Andre Van Zanten M.B.A.,https://www.bunzl.com,44 20 7725 5000,York House,London,W1H 7JT,,GB,24528,Consumer Defensive,Food Distribution,2007-06-07,False,True,True,False,https://images.financialmodelingprep.com/symbol/BZLFY.png,USD,12549829028,19.24,24.565,18.3,55537,0.58024,0.472,BZLFY
C,Citigroup Inc.,0000831001,172967424,US1729674242,New York Stock Exchange,"Citigroup Inc., a diversified financial services holding company, provides various financial products and services to consumers, corporations, governments, and institutions in North America, Latin America, Asia, Europe, the Middle East, and Africa. The company operates in two segments, Global Consumer Banking (GCB) and Institutional Clients Group (ICG). The GCB segment offers traditional banking services to retail customers through retail banking, Citi-branded cards, and Citi retail services. It also provides various banking, credit card, lending, and investment services through a network of local branches, offices, and electronic delivery systems. The ICG segment offers wholesale banking products and services, including fixed income and equity sales and trading, foreign exchange, prime brokerage, derivative, equity and fixed income research, corporate lending, investment banking and advisory, private banking, cash management, trade finance, and securities services to corporate, institutional, public sector, and high-net-worth clients. As of December 31, 2020, it operated 2,303 branches primarily in the United States, Mexico, and Asia. Citigroup Inc. was founded in 1812 and is headquartered in New York, New York.",Ms. Jane Nind Fraser Ph.D.,https://www.citigroup.com,212 559 1000,388 Greenwich Street,New York,10013,NY,US,226710,Financial Services,Banks - Diversified,1977-01-03,False,True,False,False,https://images.financialmodelingprep.com/symbol/C.png,USD,140164455200,74.47,84.74,53.51,15635213,2.21,1.416,C
CAG,"Conagra Brands, Inc.",0000023217,205887102,US2058871029,New York Stock Exchange,"Conagra Brands, Inc., together with its subsidiaries, operates as a consumer packaged goods food company in North America. The company operates in four segments: Grocery & Snacks, Refrigerated & Frozen, International, and Foodservice. The Grocery & Snacks segment primarily offers shelf stable food products through various retail channels in the United States. The Refrigerated & Frozen segment provides temperature-controlled food products through various retail channels in the United States. The International segment offers food products in various temperature states through retail and foodservice channels outside of the United States. The Foodservice segment offers branded and customized food products, including meals, entrees, sauces, and various custom-manufactured culinary products packaged for restaurants and other foodservice establishments in the United States. The company sells its products under the Birds Eye, Duncan Hines, Healthy Choice, Marie Callender's, Reddi-wip, Slim Jim, Angie's BOOMCHICKAPOP, Duke's, Earth Balance, Gardein, and Frontera brands. The company was formerly known as ConAgra Foods, Inc. and changed its name to Conagra Brands, Inc. in November 2016. Conagra Brands, Inc. was founded in 1861 and is headquartered in Chicago, Illinois.",Mr. Sean M. Connolly,https://www.conagrabrands.com,312 549 5000,222 West Merchandise Mart Plaza,Chicago,60654,IL,US,18500,Consumer Defensive,Packaged Foods,1980-03-17,False,True,False,False,https://images.financialmodelingprep.com/symbol/CAG.png,USD,12100062000,25.35,33.24,23.06,5900750,1.4,0.173,CAG
CAH,"Cardinal Health, Inc.",0000721371,14149Y108,US14149Y1082,New York Stock Exchange,"Cardinal Health, Inc. operates as an integrated healthcare services and products company in the United States, Canada, Europe, Asia, and internationally. It provides customized solutions for hospitals, healthcare systems, pharmacies, ambulatory surgery centers, clinical laboratories, physician offices, and patients in the home. The company operates in two segments, Pharmaceutical and Medical. The Pharmaceutical segment distributes branded and generic pharmaceutical, specialty pharmaceutical, and over-the-counter healthcare and consumer products. The segment also provides services to pharmaceutical manufacturers and healthcare providers for specialty pharmaceutical products; operates nuclear pharmacies and radiopharmaceutical manufacturing facilities; repackages generic pharmaceuticals and over-the-counter healthcare products; and offers medication therapy management and patient outcomes services to hospitals, other healthcare providers, and payers, as well as provides pharmacy management services to hospitals. The Medical segment manufactures, sources, and distributes Cardinal Health branded medical, surgical, and laboratory products and devices that include exam and surgical gloves; needles, syringe, and sharps disposals; compressions; incontinences; nutritional delivery products; wound care products; single-use surgical drapes, gowns, and apparels; fluid suction and collection systems; urology products; operating room supply products; and electrode product lines. The segment also distributes a range of national brand products, including medical, surgical, and laboratory products; provides supply chain services and solutions to hospitals, ambulatory surgery centers, clinical laboratories, and other healthcare providers; and assembles and sells sterile, and non-sterile procedure kits. The company was incorporated in 1979 and is headquartered in Dublin, Ohio.",Mr. Jason M. Hollar,https://www.cardinalhealth.com,614 757 5000,7000 Cardinal Place,Dublin,43017,OH,US,47922,Healthcare,Medical - Distribution,1983-08-04,False,True,False,False,https://images.financialmodelingprep.com/symbol/CAH.png,USD,32068152000,132.75,133.68,93.17,2376757,2.0174,0.677,CAH
CAIXY,"CaixaBank, S.A.",0001535628,12803K109,US12803K1097,Other OTC,"CaixaBank, S.A., together with its subsidiaries, provides various banking products and financial services in Spain and internationally. The company operates through Banking and Insurance, Equity Investments, and BPI segments. It also provides solutions related to security, protection, internationalization, and financing; traditional financial advice, independent advice, and broker services; asset management; liquidity management; capital markets, cash management, project finance, asset finance, and M&A services; and various financial services and solutions to public and private sector institutions, as well as distributes non-life and life risk insurance policies; and private banking services. In addition, the company is involved in the real estate business. As of September 30, 2021, it had 5,415 branches and 13,678 ATMs in Spain; and 316 branches and 1,440 ATMs in Portugal. CaixaBank, S.A. was founded in 1904 and is based in Valencia, Spain.",Mr. Gonzalo Maria Gortazar Rotaeche,https://www.caixabank.com,34 93 238 49 48,Calle Pintor Sorolla 2-4,Valencia,46002,,ES,45727,Financial Services,Banks - Regional,2013-01-07,False,True,True,False,https://images.financialmodelingprep.com/symbol/CAIXY.png,USD,57726735964,2.67,2.75,1.5807,353230,0.19,0.737,CAIXY
CARR,Carrier Global Corporation,0001783180,14448C104,US14448C1045,New York Stock Exchange,"Carrier Global Corporation provides heating, ventilating, and air conditioning (HVAC), refrigeration, fire, security, and building automation technologies worldwide. It operates through three segments: HVAC, Refrigeration, and Fire & Security. The HVAC segment provides products, controls, services, and solutions to meet the heating, cooling, and ventilation needs of residential and commercial customers. Its products include air conditioners, heating systems, controls, and aftermarket components, as well as aftermarket repair and maintenance services and building automation solutions. The Refrigeration segment offers transport refrigeration and monitoring products and services, as well as digital solutions for trucks, trailers, shipping containers, intermodal applications, food retail, and warehouse cooling; and commercial refrigeration solutions, such as refrigerated cabinets, freezers, systems, and controls. The Fire & Security segment provides various residential, commercial, and industrial technologies, including fire, flame, gas, smoke, and carbon monoxide detection; portable fire extinguishers; fire suppression systems; intruder alarms; access control systems; video management systems; and electronic controls. Its other fire and security service offerings comprise audit, design, installation, and system integration, as well as aftermarket maintenance and repair and monitoring services. The company offers its products under the Autronica, Det-Tronics, Edwards, Fireye, GST, Kidde, LenelS2, Marioff, Onity, and Supra; Carrier, Automated Logic, Bryant, CIAT, Day & Night, Heil, NORESCO, and Riello; and Carrier Commercial Refrigeration, Carrier Transicold, and Sensitech brands. The company was incorporated in 2019 and is headquartered in Palm Beach Gardens, Florida.",Mr. David L. Gitlin,https://www.corporate.carrier.com,561 365 2000,13995 Pasteur Boulevard,Palm Beach Gardens,33418,FL,US,48000,Industrials,Construction,2020-03-19,False,True,False,False,https://images.financialmodelingprep.com/symbol/CARR.png,USD,58846222680,68.11,83.32,53.33,5652015,0.795,1.229,CARR
CASY,"Casey's General Stores, Inc.",0000726958,147528103,US1475281036,NASDAQ Global Select,"Casey's General Stores, Inc., together with its subsidiaries, operates convenience stores under the Casey's and Casey's General Store names. Its stores offer a selection of food, including freshly prepared foods, such as pizza, donuts, and sandwiches; beverages; tobacco and nicotine products; health and beauty aids; automotive products; and other nonfood items. The company's stores also provide motor fuel for sale on a self-service basis; and gasoline and diesel fuel. In addition, its stores offer various products, include soft drinks, energy, water, sports drinks, juices, coffee, and tea and dairy products; beer, wine, and spirits; snacks, candy, packaged bakery, and other food items; ice, ice cream, meals, and appetizers; health and beauty aids, electronic accessories, housewares, and pet supplies; and lotto/lottery and prepaid cards. Further, the company operates two stores that sells tobacco and nicotine products; one liquor store; and one grocery store. As of April 30, 2022, it operated 2,452 convenience stores. Casey's General Stores, Inc. was founded in 1959 and is headquartered in Ankeny, Iowa.",Mr. Darren M. Rebelez,https://www.caseys.com,515 965 6100,One SE Convenience Boulevard,Ankeny,50021,IA,US,20935,Consumer Cyclical,Specialty Retail,1983-10-20,False,True,False,False,https://images.financialmodelingprep.com/symbol/CASY.png,USD,15494212980,417.42,445.17,306.45,298959,1.93,0.873,CASY
CAT,Caterpillar Inc.,0000018230,149123101,US1491231015,New York Stock Exchange,"Caterpillar Inc. manufactures and sells construction and mining equipment, diesel and natural gas engines, and industrial gas turbines worldwide. Its Construction Industries segment offers asphalt pavers, backhoe loaders, compactors, cold planers, compact track and multi-terrain loaders, excavators, motorgraders, pipelayers, road reclaimers, site prep tractors, skid steer loaders, telehandlers, and utility vehicles; mini, small, medium, and large excavators; compact, small, and medium wheel loaders; track-type tractors and loaders; and wheel excavators. The Resource Industries segment provides electric rope shovels, draglines, hydraulic shovels, rotary drills, hard rock vehicles, track-type tractors, mining trucks, longwall miners, wheel loaders, off-highway trucks, articulated trucks, wheel tractor scrapers, wheel dozers, fleet management, landfill compactors, soil compactors, machinery components, autonomous ready vehicles and solutions, select work tools, and safety services and mining performance solutions. The Energy & Transportation segment offers reciprocating engines, generator sets, integrated systems and solutions, turbines and turbine-related services, remanufactured reciprocating engines and components, centrifugal gas compressors, diesel-electric locomotives and components, and other rail-related products and services for marine, oil and gas, industrial, and electric power generation sectors. The company's Financial Products segment provides operating and finance leases, installment sale contracts, working capital loans, and wholesale financing plans; and insurance and risk management products for vehicles, power generation facilities, and marine vessels. The All Other operating segment manufactures filters and fluids, undercarriage, ground engaging tools, etc. The company was formerly known as Caterpillar Tractor Co. and changed its name to Caterpillar Inc. in 1986. The company was founded in 1925 and is headquartered in Deerfield, Illinois.",Mr. D. James Umpleby III,https://www.caterpillar.com,224-551-4000,510 Lake Cook Road,Deerfield,60015,IL,US,112900,Industrials,Agricultural - Machinery,1929-12-02,False,True,False,False,https://images.financialmodelingprep.com/symbol/CAT.png,USD,163749061840,342.62,418.5,307.05,2493801,5.53,1.138,CAT
CB,Chubb Limited,0000896159,H1467J104,CH0044328745,New York Stock Exchange,"Chubb Limited provides insurance and reinsurance products worldwide. The company's North America Commercial P&C Insurance segment offers commercial property, casualty, workers' compensation, package policies, risk management, financial lines, marine, construction, environmental, medical, cyber risk, surety, and excess casualty; and group accident and health insurance to large, middle market, and small commercial businesses. Its North America Personal P&C Insurance segment provides affluent and high net worth individuals and families with homeowners, automobile and collector cars, valuable articles, personal and excess liability, travel insurance, and recreational marine insurance and services. The company's North America Agricultural Insurance segment offers multiple peril crop and crop-hail insurance; and coverage for farm and ranch property, and commercial agriculture products. Its Overseas General Insurance segment provides coverage for traditional commercial property and casualty; specialty categories, such as financial lines, marine, energy, aviation, political risk, and construction risk; and group accident and health, and traditional and specialty personal lines for corporations, middle markets, and small customers through retail brokers, agents, and other channels. The company's Global Reinsurance segment offers traditional and specialty reinsurance under the Chubb Tempest Re brand to property and casualty companies. Its Life Insurance segment provides protection and savings products comprising whole life, endowment plans, individual term life, group term life, medical and health, personal accident, credit life, universal life, and unit linked contracts. The company markets its products primarily through insurance and reinsurance brokers. The company was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016. Chubb Limited was incorporated in 1985 and is headquartered in Zurich, Switzerland.",Mr. Evan G. Greenberg,https://www.chubb.com/us-en,41 43 456 76 00,Baerengasse 32,Zurich,8001,,CH,43000,Financial Services,Insurance - Property & Casualty,1993-03-25,False,True,False,False,https://images.financialmodelingprep.com/symbol/CB.png,USD,116680056800,291.4,302.05,238.85,1782357,3.64,0.674,CB
CBOE,"Cboe Global Markets, Inc.",0001374310,12503M108,US12503M1080,New York Stock Exchange Arca,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It operates through five segments: Options, North American Equities, Futures, Europe and Asia Pacific, and Global FX. The Options segment trades in listed market indices. The North American Equities segment trades in listed U.S. and Canadian equities. This segment also offers exchange-traded products (ETP) transaction and ETP listing services. The Futures segment trades in futures. The Europe and Asia Pacific segment offers pan-European listed equities and derivatives transaction services, ETPs, exchange-traded commodities, and international depository receipts, as well as ETP listings and clearing services. The Global FX segment provides institutional foreign exchange (FX) trading and non-deliverable forward FX transactions services. The company has strategic relationships with S&P Dow Jones Indices, LLC; FTSE International Limited; Frank Russell Company; MSCI Inc.; and DJI Opco, LLC. The company was formerly known as CBOE Holdings, Inc. and changed its name to Cboe Global Markets, Inc. in October 2017. Cboe Global Markets, Inc. was founded in 1973 and is headquartered in Chicago, Illinois.",Mr. Frederic J. Tomczyk A.C.A.,https://www.cboe.com,312 786 5600,433 West Van Buren Street,Chicago,60607,IL,US,1685,Financial Services,Financial - Data & Stock Exchanges,2010-06-15,False,True,False,False,https://images.financialmodelingprep.com/symbol/CBOE.png,USD,22429262440,214.22,223.51,166.13,795272,2.52,0.661,CBOE
CBRE,"CBRE Group, Inc.",0001138118,12504L109,US12504L1098,New York Stock Exchange,"CBRE Group, Inc. operates as a commercial real estate services and investment company worldwide. It operates through three segments: Advisory Services, Global Workplace Solutions, and Real Estate Investments segments. The Advisory Services segment provides strategic advice and execution to owners, investors, and occupiers of real estate in connection with leasing; property sales and mortgage services under the CBRE Capital Markets brand; property and project management services, including construction management, marketing, building engineering, accounting, and financial services for owners of and investors in office, industrial, and retail properties; and valuation services that include market value appraisals, litigation support, discounted cash flow analyses, and feasibility studies, as well as consulting services, such as property condition reports, hotel advisory, and environmental consulting. The Global Workplace Solutions segment offers facilities management, project management, and transaction management services. The Real Estate Investments segment provides investment management services under the CBRE Investment Management brand to pension funds, insurance companies, sovereign wealth funds, foundations, endowments, and other institutional investors; development services under the Trammell Crow Company brand primarily to users of and investors in commercial real estate; and flexible-space solutions under the CBRE Hana brand. The company was founded in 1906 and is headquartered in Dallas, Texas.",Mr. Robert E. Sulentic,https://www.cbre.com,214 979 6100,2100 McKinney Avenue,Dallas,75201,TX,US,140000,Real Estate,Real Estate - Services,2004-06-10,False,True,False,False,https://images.financialmodelingprep.com/symbol/CBRE.png,USD,40135949490,133.77,147.75,84.24,1890130,0.0,1.42,CBRE
CCEP,Coca-Cola Europacific Partners PLC,0001650107,G25839104,GB00BDCPN049,NASDAQ Global Select,"Coca-Cola Europacific Partners PLC, together with its subsidiaries, produces, distributes, and sells a range of non-alcoholic ready to drink beverages. The company offers flavours, mixers, and energy drinks; soft drinks, waters, enhanced water, and isotonic drinks; and ready-to-drink tea and coffee, juices, and other drinks. It provides its products under the Coca-Cola, Diet Coke, Coca-Cola Zero Sugar, Fanta, Sprite, Monster Energy, Coca-Cola Energy, Relentless, nalu, URGE, BURN, Kuli, REIGN, POWERADE, Appletiser, Schweppes, FINLEY, mezzo mix, Royal Bliss, Lift, Vio SCHORLE, Coca-Cola Signature Mixers, NORDIC MIST, smartwater, Chaudfontaine, AQUARIUS, VILAS del Turbon, BONAQUA, Apollinaris, Krystal, Honest, Costa Coffee, Fuzetea, CHAQWA, NESTEA, Capri-Sun, Oasis, Minute Maid, MER, and Tropico brands. In addition, the company engages in the bottling and other operations. As of March 15, 2022, it served approximately 600 million consumers. The company was formerly known as Coca-Cola European Partners plc and changed its name to Coca-Cola Europacific Partners PLC in May 2021. Coca-Cola Europacific Partners PLC was founded in 1986 and is based in Uxbridge, the United Kingdom.",Mr. Damian Paul Gammell,https://www.cocacolaep.com,44 1895 231 313,Pemberton House,Uxbridge,UB8 1EZ,,GB,41000,Consumer Defensive,Beverages - Non-Alcoholic,1986-11-24,False,True,False,False,https://images.financialmodelingprep.com/symbol/CCEP.png,USD,38735700080,84.14,88.39,65.94,2325957,2.13,0.791,CCEP
CCI,Crown Castle Inc.,0001051470,22822V101,US22822V1017,New York Stock Exchange,"Crown Castle owns, operates and leases more than 40,000 cell towers and approximately 80,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service - bringing information, ideas and innovations to the people and businesses that need them. For more information on Crown Castle, please visit www.crowncastle.com.",Mr. Edward B. Adams Jr.,https://www.crowncastle.com,713-570-3000,1220 Augusta Drive,Houston,77057-2261,TX,US,3900,Real Estate,REIT - Specialty,1998-08-18,False,True,False,False,https://images.financialmodelingprep.com/symbol/CCI.png,USD,43739043950,100.45,120.92,84.2,3360723,6.26,0.906,CCI
CCJ,Cameco Corporation,0001009001,13321L108,CA13321L1085,New York Stock Exchange,"Cameco Corporation produces and sells uranium. It operates through two segments, Uranium and Fuel Services. The Uranium segment is involved in the exploration for, mining, and milling, as well as purchase and sale of uranium concentrate. The Fuel Services segment engages in the refining, conversion, and fabrication of uranium concentrate, as well as the purchase and sale of conversion services. This segment also produces fuel bundles or reactor components for CANDU reactors. The company sells its uranium and fuel services to nuclear utilities in the Americas, Europe, and Asia. Cameco Corporation was incorporated in 1987 and is headquartered in Saskatoon, Canada.",Mr. Timothy S. Gitzel,https://www.cameco.com,13069566200,2121-11th Street West,Saskatoon,S7M 1J3,SK,CA,730,Energy,Uranium,1996-03-14,False,True,False,False,https://images.financialmodelingprep.com/symbol/CCJ.png,USD,19362677760,44.48,62.55,35.43,4380559,0.11397,1.03,CCJ
CCL,Carnival Corporation & plc,0000815097,143658300,GB0031215220,New York Stock Exchange,"Carnival Corporation & plc operates as a leisure travel company. Its ships visit approximately 700 ports under the Carnival Cruise Line, Princess Cruises, Holland America Line, P&O Cruises (Australia), Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises (UK), and Cunard brand names. The company also provides port destinations and other services, as well as owns and owns and operates hotels, lodges, glass-domed railcars, and motor coaches. It sells its cruises primarily through travel agents, tour operators, vacation planners, and websites. The company operates in the United States, Canada, Continental Europe, the United Kingdom, Australia, New Zealand, Asia, and internationally. It operates 87 ships with 223,000 lower berths. Carnival Corporation & plc was founded in 1972 and is headquartered in Miami, Florida.",Mr. Joshua Ian Weinstein,https://www.carnivalcorp.com,305 599 2600,Carnival Place,Miami,33178-2428,FL,US,115000,Consumer Cyclical,Leisure,1987-07-24,False,True,False,False,https://images.financialmodelingprep.com/symbol/CCL.png,USD,27503824164,21.26,28.72,13.78,23301501,0.0,2.669,CCL
CDNS,"Cadence Design Systems, Inc.",0000813672,127387108,US1273871087,NASDAQ Global Select,"Cadence Design Systems, Inc. provides software, hardware, services, and reusable integrated circuit (IC) design blocks worldwide. The company offers functional verification services, including emulation and prototyping hardware. Its functional verification offering consists of JasperGold, a formal verification platform; Xcelium, a parallel logic simulation platform; Palladium, an enterprise emulation platform; and Protium, a prototyping platform for chip verification. The company also provides digital IC design and sign off products, including Genus logic synthesis and Joules RTL power solutions, as well as Modus software solution to reduce systems-on-chip design-for-test time; physical implementation tools, such as place and route, optimization, and multiple patterning preparation; and signoff products to signoff the design as ready for silicon manufacturing. In addition, it offers custom IC design and simulation products to create schematic and physical representations of circuits down to the transistor level for analog, mixed-signal, custom digital, memory, and radio frequency designs; and system design and analysis products to develop printed circuit boards and IC packages, as well as to analyze electromagnetic, electro-thermal, and other multi-physics effects. Further, the company provides intellectual property (IP) products comprising pre-verified and customizable functional blocks to integrate into customer's ICs; and verification IP and memory models to emulate and model the expected behavior and interaction of standard industry system interface protocols. Additionally, it offers services related to methodology, education, and hosted design solutions, as well as technical support and maintenance services. The company serves 5G communications, aerospace and defense, automotive, industrial and healthcare, mobile, consumer, and hyperscale computing markets. Cadence Design Systems, Inc. was incorporated in 1987 and is headquartered in San Jose, California.",Dr. Anirudh  Devgan Ph.D.,https://www.cadence.com,408 943 1234,Building 5,San Jose,95134,CA,US,12700,Technology,Software - Application,1987-06-10,False,True,False,False,https://images.financialmodelingprep.com/symbol/CDNS.png,USD,73765203880,269.11,328.99,230.09,2097900,0.0,1.053,CDNS
